loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_start_date,loan_status
1755,4714,Education Loan,454404,9.04,2023-03-06,Active
1756,37,Car Loan,2577461,8.79,2020-10-17,Active
1757,450,Education Loan,1469673,12.99,2020-04-04,Active
1758,433,Home Loan,4032758,9.23,2021-07-28,Active
1759,1093,Personal Loan,2997121,15.18,2018-06-16,Default
1760,2555,Personal Loan,3313629,13.18,2021-11-14,Active
1761,4434,Home Loan,1906569,12.99,2020-04-01,Active
1762,1668,Education Loan,1451891,9.18,2023-01-24,Active
1763,5594,Car Loan,1266687,15.28,2019-11-13,Active
1764,1944,Home Loan,4415774,8.52,2018-04-19,Active
1765,4761,Education Loan,3185235,10.39,2023-03-10,Active
1766,4240,Personal Loan,3374053,10.97,2021-06-19,Closed
1767,4872,Car Loan,835538,9.53,2018-07-10,Default
1768,482,Personal Loan,3069502,14.39,2018-03-16,Closed
1769,282,Home Loan,2573553,10.75,2018-08-04,Active
1770,4067,Home Loan,1476679,9.73,2021-03-02,Active
1771,1711,Education Loan,3901872,6.75,2022-06-08,Active
1772,301,Car Loan,2844027,14.49,2021-03-03,Default
1773,4137,Personal Loan,2789951,11.46,2018-02-02,Default
1774,1365,Education Loan,2442675,8.33,2022-06-23,Closed
1775,4835,Home Loan,2387486,7.59,2021-01-13,Active
1776,2992,Car Loan,3948097,10.81,2021-05-26,Active
1777,122,Personal Loan,2646515,13.26,2022-07-19,Default
1778,2433,Education Loan,4504304,7.86,2022-04-10,Active
1779,5147,Education Loan,2797216,9.43,2019-02-10,Active
1780,5736,Home Loan,670111,12.35,2018-01-29,Closed
1781,679,Home Loan,4013465,12.56,2018-12-19,Active
1782,5880,Car Loan,299811,14.06,2020-06-30,Active
1783,2855,Car Loan,1358202,10.5,2021-01-08,Active
1784,2045,Education Loan,3776041,10.06,2021-04-06,Default
1785,5191,Home Loan,2981773,8.46,2018-08-28,Closed
1786,2792,Education Loan,2464888,7.42,2022-11-13,Active
1787,866,Personal Loan,1425803,8.27,2023-01-30,Closed
1788,519,Personal Loan,4590159,15.26,2022-09-24,Active
1789,3058,Home Loan,1489321,8.31,2020-03-30,Active
1790,4986,Education Loan,2455077,12.28,2019-12-19,Default
1791,1414,Personal Loan,3242734,9.28,2020-05-15,Active
1792,72,Home Loan,3366876,13.85,2018-07-14,Active
1793,356,Car Loan,4041179,13.04,2021-01-24,Closed
1794,1010,Home Loan,423356,12.61,2019-06-13,Default
1795,1458,Education Loan,454505,14.31,2021-11-13,Active
1796,1805,Car Loan,2834198,7.43,2019-08-31,Active
1797,4648,Home Loan,3067984,15.01,2021-05-01,Default
1798,1059,Personal Loan,3403753,14.93,2019-03-29,Active
1799,3431,Education Loan,4545006,13.31,2022-12-31,Active
1800,2305,Home Loan,3353546,14.83,2021-11-09,Active
1801,4053,Education Loan,4209643,10.13,2020-05-22,Default
1802,5467,Car Loan,4060549,7.07,2022-06-19,Active
1803,5093,Home Loan,530430,15.11,2023-04-14,Active
1804,957,Personal Loan,3913990,14.54,2019-07-30,Closed
1805,115,Personal Loan,4153484,12.44,2020-04-24,Active
1806,2662,Personal Loan,4103725,11.31,2020-02-17,Active
1807,2962,Education Loan,4388310,9.64,2021-03-07,Active
1808,5983,Home Loan,2962534,9.68,2020-05-07,Active
1809,1148,Education Loan,1398080,9.57,2023-02-04,Active
1810,5610,Education Loan,2770899,15.2,2020-04-08,Active
1811,3717,Home Loan,1016767,14.05,2021-04-06,Active
1812,3047,Education Loan,1136821,15.3,2019-08-06,Active
1813,4184,Car Loan,3822454,12.48,2022-09-09,Active
1814,2209,Education Loan,4742863,11.27,2020-08-29,Closed
1815,1060,Education Loan,3855217,7.21,2018-10-24,Active
1816,1928,Personal Loan,256530,11.48,2022-04-30,Active
1817,1741,Personal Loan,826145,11.05,2023-04-14,Active
1818,688,Education Loan,4421029,12.72,2022-01-05,Active
1819,181,Personal Loan,2205470,9.0,2019-01-23,Active
1820,5890,Personal Loan,2281491,7.26,2019-08-01,Active
1821,5915,Education Loan,4880655,6.87,2019-09-30,Closed
1822,1875,Home Loan,774180,6.61,2021-09-01,Active
1823,5078,Education Loan,3519165,14.95,2018-03-14,Active
1824,2796,Personal Loan,2910474,12.29,2021-03-06,Closed
1825,765,Car Loan,3919053,7.85,2020-01-15,Closed
1826,798,Home Loan,4660840,7.94,2021-07-21,Active
1827,1776,Car Loan,4852918,14.45,2022-09-22,Active
1828,5810,Home Loan,668870,7.15,2019-01-08,Closed
1829,460,Car Loan,3573247,7.29,2020-05-04,Active
1830,5139,Education Loan,3548613,10.52,2020-04-08,Active
1831,4586,Personal Loan,2161837,14.97,2023-06-15,Active
1832,4368,Personal Loan,3489487,13.54,2023-05-27,Default
1833,4889,Education Loan,3998029,12.57,2019-11-24,Active
1834,5677,Home Loan,4458544,8.19,2019-04-08,Active
1835,3945,Education Loan,2406728,11.04,2018-01-23,Active
1836,3460,Personal Loan,3431658,14.72,2020-11-05,Active
1837,5130,Personal Loan,3694186,6.96,2020-06-13,Closed
1838,965,Home Loan,1055429,14.68,2021-12-13,Active
1839,1875,Personal Loan,4150648,15.36,2020-12-08,Active
1840,3894,Personal Loan,3760684,9.76,2018-05-28,Active
1841,2893,Personal Loan,1303698,11.23,2020-05-13,Active
1842,377,Education Loan,3027192,15.23,2019-07-06,Active
1843,1379,Education Loan,2662401,7.92,2022-12-11,Active
1844,1139,Car Loan,663270,8.72,2022-03-21,Active
1845,2464,Car Loan,3928416,13.79,2018-08-05,Default
1846,1005,Personal Loan,4605147,10.54,2021-04-24,Active
1847,5963,Education Loan,4070366,12.19,2022-03-24,Active
1848,3105,Home Loan,2927361,9.74,2018-09-13,Active
1849,2091,Home Loan,2419597,7.59,2020-04-04,Default
1850,1358,Personal Loan,1014205,10.23,2022-09-23,Active
1851,2338,Personal Loan,2846485,7.19,2021-10-18,Active
1852,3110,Home Loan,3320069,15.34,2022-07-11,Active
1853,1081,Education Loan,2732879,10.13,2018-01-08,Active
1854,824,Personal Loan,2282868,15.43,2021-08-22,Active
1855,1728,Car Loan,2070910,9.34,2023-06-02,Active
1856,435,Education Loan,3620770,10.64,2019-06-23,Active
1857,1760,Home Loan,4168507,12.15,2020-08-01,Closed
1858,5098,Personal Loan,2931748,11.32,2022-07-18,Active
1859,5368,Education Loan,3589746,12.92,2023-04-28,Active
1860,2766,Car Loan,941200,14.57,2020-05-04,Active
1861,4199,Home Loan,3726129,13.28,2020-10-21,Active
1862,3054,Home Loan,3167346,14.69,2021-09-23,Active
1863,4778,Car Loan,4950939,10.52,2018-08-24,Closed
1864,4171,Personal Loan,3953492,13.76,2022-01-21,Active
1865,4885,Personal Loan,4747611,12.17,2021-09-16,Active
1866,3896,Home Loan,4655377,12.58,2021-03-06,Active
1867,2302,Home Loan,807931,8.87,2021-01-24,Active
1868,2487,Personal Loan,3457663,6.72,2019-01-22,Active
1869,3160,Education Loan,3959446,12.51,2020-04-23,Active
1870,2711,Car Loan,2596442,7.8,2020-09-20,Active
1871,472,Personal Loan,4783806,12.59,2019-06-10,Active
1872,4455,Car Loan,2258987,11.13,2020-06-19,Closed
1873,105,Home Loan,1998848,10.44,2021-08-22,Active
1874,2203,Education Loan,3878732,10.99,2019-05-08,Active
1875,184,Car Loan,860022,7.38,2018-08-04,Closed
1876,837,Home Loan,2124828,10.57,2021-07-05,Active
1877,1328,Car Loan,1143981,10.49,2020-12-20,Active
1878,4176,Personal Loan,2451193,15.49,2020-09-18,Default
1879,836,Car Loan,1331380,14.89,2021-05-17,Active
1880,117,Education Loan,382291,8.97,2018-02-20,Closed
1881,299,Personal Loan,738264,13.28,2020-10-14,Active
1882,1427,Education Loan,2367073,10.15,2019-01-13,Active
1883,2701,Car Loan,4454948,14.45,2018-08-15,Active
1884,3594,Education Loan,2755861,9.03,2020-01-10,Active
1885,2540,Education Loan,3335808,12.44,2020-12-20,Closed
1886,5889,Education Loan,2763307,12.61,2018-07-15,Active
1887,2821,Car Loan,2934588,11.35,2023-03-21,Active
1888,5309,Home Loan,1949985,12.45,2023-06-17,Active
1889,2750,Home Loan,4963352,11.6,2021-03-06,Active
1890,1536,Personal Loan,2627184,14.75,2020-04-07,Active
1891,5539,Car Loan,3559546,11.36,2020-05-24,Closed
1892,3479,Education Loan,2493972,9.65,2022-05-01,Active
1893,351,Home Loan,2357091,8.39,2022-02-19,Active
1894,2262,Home Loan,4906577,7.88,2020-02-01,Default
1895,4231,Education Loan,1210156,10.6,2018-09-24,Active
1896,289,Home Loan,1196051,14.43,2018-09-10,Default
1897,2793,Personal Loan,4723530,7.7,2022-07-29,Active
1898,622,Home Loan,4556827,7.93,2018-12-26,Closed
1899,401,Personal Loan,578077,9.7,2018-06-15,Active
1900,284,Education Loan,3587537,11.45,2019-09-14,Active
1901,232,Education Loan,904316,8.5,2020-01-12,Active
1902,2022,Home Loan,1456289,6.71,2022-07-09,Active
1903,2354,Education Loan,3346228,8.6,2019-10-13,Active
1904,4929,Education Loan,3600239,13.45,2019-08-24,Active
1905,2824,Education Loan,2003094,14.67,2020-08-04,Active
1906,4666,Education Loan,2669885,13.72,2018-02-24,Active
1907,4125,Car Loan,4634514,13.78,2023-01-22,Default
1908,5135,Personal Loan,383651,7.92,2018-09-02,Default
1909,2603,Home Loan,3012363,7.18,2022-12-11,Active
1910,2659,Home Loan,3301252,8.34,2022-08-16,Active
1911,583,Education Loan,1679168,11.66,2021-03-22,Active
1912,2455,Car Loan,2310419,8.09,2019-09-27,Active
1913,1086,Personal Loan,3669994,15.43,2020-06-27,Active
1914,2971,Personal Loan,3013005,13.26,2019-05-06,Active
1915,2958,Personal Loan,481275,10.91,2018-01-28,Default
1916,3140,Car Loan,422903,7.24,2018-06-14,Active
1917,3505,Car Loan,3823120,10.05,2021-07-06,Active
1918,2706,Car Loan,2783748,10.31,2018-10-06,Active
1919,4319,Personal Loan,3366899,12.69,2023-06-05,Active
1920,1243,Personal Loan,2934533,8.31,2021-05-28,Active
1921,3309,Car Loan,4058573,9.85,2019-08-07,Active
1922,5924,Home Loan,2906664,12.47,2020-05-31,Active
1923,5013,Car Loan,286957,12.3,2020-07-18,Active
1924,5046,Personal Loan,4618706,13.82,2020-08-10,Default
1925,2945,Home Loan,2646563,8.63,2019-11-12,Active
1926,5063,Personal Loan,4295484,11.68,2020-02-15,Active
1927,266,Home Loan,1252992,14.68,2019-08-04,Default
1928,4240,Education Loan,2314754,13.77,2019-10-27,Default
1929,2603,Personal Loan,1201372,10.65,2019-04-17,Closed
1930,4102,Personal Loan,818575,13.93,2018-02-27,Default
1931,1788,Personal Loan,2233824,14.62,2019-04-16,Default
1932,4002,Personal Loan,1098531,14.51,2021-02-22,Active
1933,4595,Car Loan,2392716,12.45,2023-05-30,Closed
1934,5767,Car Loan,2913401,8.4,2019-01-28,Active
1935,2074,Education Loan,4090001,6.92,2021-03-01,Active
1936,2627,Personal Loan,4477935,7.84,2023-02-05,Closed
1937,4159,Home Loan,3174641,10.39,2020-08-03,Active
1938,5568,Home Loan,690292,15.23,2023-04-27,Default
1939,3804,Personal Loan,3201634,11.17,2018-05-02,Active
1940,3928,Car Loan,3370283,6.62,2022-04-19,Closed
1941,2200,Car Loan,2829033,6.94,2018-04-30,Active
1942,2695,Personal Loan,1038652,6.68,2020-06-10,Active
1943,165,Car Loan,2550084,9.11,2020-08-14,Active
1944,5752,Car Loan,3167308,13.14,2019-07-24,Default
1945,624,Personal Loan,4562664,15.25,2023-05-21,Active
1946,2713,Home Loan,1524418,10.74,2018-11-06,Default
1947,1232,Car Loan,2135680,12.37,2021-10-18,Active
1948,2815,Education Loan,3124192,15.29,2020-12-14,Active
1949,5395,Car Loan,2052826,7.08,2021-07-29,Active
1950,606,Education Loan,441811,6.86,2019-06-18,Active
1951,5444,Education Loan,552688,10.08,2019-01-26,Closed
1952,2923,Home Loan,1642666,8.03,2018-08-03,Active
1953,3968,Education Loan,535657,9.77,2023-04-02,Default
1954,4255,Personal Loan,4617223,12.8,2019-06-20,Default
1955,5151,Home Loan,1053874,11.88,2022-06-25,Active
1956,1166,Education Loan,3733951,10.91,2023-03-04,Active
1957,5517,Home Loan,4302674,13.86,2018-01-04,Active
1958,987,Car Loan,1769767,8.76,2018-07-06,Default
1959,1018,Personal Loan,3088693,13.19,2021-01-27,Closed
1960,5921,Education Loan,287702,8.48,2018-09-04,Closed
1961,5335,Personal Loan,1752947,11.58,2018-08-20,Default
1962,4657,Home Loan,4596164,10.5,2019-07-05,Active
1963,2952,Education Loan,1394088,7.5,2022-05-10,Active
1964,5078,Home Loan,1734320,11.83,2021-06-11,Active
1965,5543,Personal Loan,2824371,10.28,2020-11-27,Closed
1966,1599,Personal Loan,3570962,6.58,2018-04-23,Active
1967,324,Education Loan,3339125,12.14,2021-08-24,Closed
1968,3114,Personal Loan,1900698,14.5,2018-10-08,Active
1969,4007,Car Loan,4821001,15.26,2018-08-17,Active
1970,2156,Education Loan,1177007,14.77,2019-11-14,Active
1971,5737,Home Loan,4263860,8.1,2020-10-20,Closed
1972,3561,Personal Loan,1299183,7.17,2020-12-06,Closed
1973,5495,Car Loan,2312828,15.37,2018-09-02,Active
1974,1740,Home Loan,4620626,8.63,2021-11-25,Active
1975,5228,Home Loan,3127643,6.81,2022-01-24,Closed
1976,2862,Personal Loan,2967873,10.01,2021-04-08,Closed
1977,2880,Education Loan,4444550,8.51,2019-10-27,Active
1978,2044,Education Loan,2713860,8.74,2018-12-09,Active
1979,1767,Education Loan,2044181,9.19,2022-04-05,Active
1980,4649,Home Loan,4272169,8.51,2018-08-23,Active
1981,1411,Car Loan,1988832,9.9,2021-08-23,Closed
1982,5099,Home Loan,274888,9.07,2019-12-27,Active
1983,2099,Car Loan,4278610,7.3,2019-10-24,Active
1984,3553,Education Loan,4092069,14.35,2022-06-23,Closed
1985,1043,Home Loan,190834,9.17,2019-11-28,Closed
1986,2840,Home Loan,520017,7.86,2020-05-30,Closed
1987,1957,Personal Loan,2472540,12.46,2022-03-18,Active
1988,3210,Car Loan,3015892,12.01,2019-05-03,Closed
1989,3015,Personal Loan,1906981,11.32,2020-08-20,Active
1990,1142,Home Loan,708992,8.12,2020-01-27,Active
1991,5240,Education Loan,2154789,13.18,2020-03-07,Active
1992,3185,Car Loan,1066548,14.26,2022-11-09,Active
1993,1010,Home Loan,1228743,9.77,2023-03-18,Active
1994,5608,Car Loan,4638716,13.84,2019-03-23,Active
1995,3179,Home Loan,2855527,12.43,2022-06-05,Active
1996,3068,Home Loan,708754,8.06,2018-06-05,Active
1997,3806,Car Loan,3014782,9.33,2018-04-06,Closed
1998,4961,Personal Loan,4646879,14.94,2019-10-22,Default
1999,5069,Home Loan,4452113,11.24,2023-05-22,Active
2000,5582,Personal Loan,2277998,8.19,2022-04-13,Default
2001,1421,Personal Loan,2327670,8.59,2018-08-21,Active
2002,4617,Car Loan,1267536,10.84,2021-04-13,Active
2003,2254,Home Loan,286201,14.72,2018-09-28,Default
2004,827,Car Loan,632127,12.62,2023-03-16,Active
2005,2229,Personal Loan,3268168,10.99,2019-10-29,Closed
2006,920,Personal Loan,4057280,10.85,2021-01-13,Active
2007,506,Personal Loan,4928949,6.5,2021-04-03,Closed
2008,3011,Home Loan,1773626,10.58,2022-06-25,Closed
2009,5796,Education Loan,2424392,15.2,2018-05-07,Default
2010,5518,Personal Loan,1440607,10.01,2023-05-30,Active
2011,1889,Home Loan,1229581,7.68,2018-04-25,Active
2012,2930,Car Loan,2478362,7.79,2019-11-15,Active
2013,2513,Education Loan,3645046,6.62,2018-01-17,Active
2014,1522,Home Loan,2728053,7.53,2023-05-15,Active
2015,4293,Personal Loan,454128,7.35,2020-12-04,Active
2016,2600,Personal Loan,862250,11.52,2022-07-30,Active
2017,5225,Car Loan,2631980,10.78,2018-09-15,Closed
2018,1887,Education Loan,4195203,7.25,2023-06-07,Active
2019,4206,Car Loan,4646172,11.38,2019-09-01,Active
2020,2124,Personal Loan,1612098,13.34,2019-08-03,Default
2021,4498,Home Loan,2310826,11.25,2018-08-15,Active
2022,5779,Home Loan,3328028,10.12,2021-06-29,Active
2023,5849,Education Loan,1476716,7.03,2022-01-01,Active
2024,4451,Car Loan,3827646,11.25,2022-08-02,Active
2025,2621,Car Loan,1172866,6.91,2019-10-24,Closed
2026,277,Home Loan,1020398,14.27,2022-03-18,Active
2027,5711,Personal Loan,3302961,10.75,2022-11-25,Default
2028,4046,Home Loan,4590656,13.46,2022-09-07,Active
2029,4457,Education Loan,775653,14.77,2019-03-22,Closed
2030,222,Car Loan,366884,8.66,2018-07-11,Closed
2031,5436,Car Loan,3491434,11.58,2018-03-15,Active
2032,2857,Personal Loan,1109818,12.96,2021-02-09,Active
2033,1978,Personal Loan,156549,8.18,2021-05-08,Active
2034,5475,Education Loan,3053457,14.66,2021-01-23,Default
2035,3798,Personal Loan,1562937,10.96,2022-11-13,Active
2036,5103,Personal Loan,319292,8.41,2022-02-21,Closed
2037,2361,Education Loan,2885028,9.9,2021-11-14,Active
2038,303,Education Loan,850113,15.08,2020-02-17,Closed
2039,4634,Car Loan,4691905,6.97,2020-01-16,Active
2040,3842,Home Loan,641128,7.72,2019-05-27,Active
2041,4855,Car Loan,3764163,8.75,2018-01-27,Active
2042,1050,Personal Loan,3856355,13.72,2019-05-10,Closed
2043,2450,Education Loan,1631987,10.01,2022-12-26,Active
2044,4533,Personal Loan,3585536,9.28,2020-06-19,Active
2045,1753,Home Loan,4711251,13.87,2022-05-22,Active
2046,4777,Personal Loan,4063718,13.63,2021-03-30,Closed
2047,5641,Car Loan,3689307,11.81,2020-03-30,Closed
2048,5548,Car Loan,4946806,7.42,2019-09-29,Active
2049,3665,Car Loan,3548900,10.84,2020-12-23,Active
2050,919,Education Loan,188651,6.94,2023-02-28,Active
2051,2866,Education Loan,2880408,9.98,2020-07-20,Active
2052,3260,Home Loan,2337948,13.52,2020-03-07,Active
2053,5170,Home Loan,589237,11.64,2023-03-09,Active
2054,4548,Personal Loan,149628,12.12,2019-04-26,Active
2055,3901,Education Loan,3291312,15.4,2019-07-11,Closed
2056,434,Education Loan,1701088,8.23,2018-10-31,Active
2057,2090,Personal Loan,2281896,14.37,2021-06-26,Active
2058,2890,Car Loan,4157802,10.13,2022-02-10,Active
2059,5913,Education Loan,2328810,7.26,2018-07-18,Active
2060,4910,Home Loan,2628165,10.81,2020-02-28,Closed
2061,2316,Home Loan,3089347,6.65,2021-12-18,Active
2062,4495,Home Loan,1540835,11.58,2019-07-20,Active
2063,602,Home Loan,4380375,7.13,2023-02-16,Closed
2064,4935,Education Loan,3976879,7.69,2021-06-02,Active
2065,2940,Education Loan,932533,13.79,2021-02-07,Active
2066,2670,Education Loan,4497232,10.44,2019-03-12,Active
2067,2483,Education Loan,4456775,13.39,2021-02-17,Active
2068,1643,Home Loan,3296155,9.33,2020-10-13,Active
2069,5440,Personal Loan,546888,9.9,2019-05-21,Active
2070,891,Education Loan,3020611,14.17,2018-08-12,Active
2071,388,Car Loan,3934776,7.24,2023-04-20,Active
2072,5929,Car Loan,3286595,12.21,2023-04-30,Active
2073,1389,Personal Loan,3958254,7.73,2019-04-28,Closed
2074,1061,Home Loan,2541716,11.06,2020-06-05,Active
2075,3499,Car Loan,4065146,15.4,2022-03-05,Active
2076,1105,Personal Loan,1127460,7.52,2020-03-10,Active
2077,5926,Home Loan,3021903,8.02,2019-07-09,Closed
2078,5898,Education Loan,1522854,14.56,2018-04-06,Default
2079,5125,Education Loan,4270395,13.83,2021-09-05,Active
2080,755,Education Loan,2097494,13.3,2021-03-09,Default
2081,1404,Car Loan,3354181,9.75,2022-11-25,Active
2082,1720,Personal Loan,4028895,8.46,2019-08-22,Active
2083,2017,Education Loan,2199385,13.01,2022-07-24,Active
2084,369,Personal Loan,4905534,7.78,2021-05-16,Closed
2085,1972,Home Loan,434779,10.43,2020-06-24,Active
2086,325,Personal Loan,2941563,14.96,2019-09-19,Default
2087,5087,Education Loan,525224,10.06,2021-03-13,Active
2088,3497,Car Loan,538878,13.75,2023-01-10,Active
2089,3662,Education Loan,371587,9.19,2019-12-10,Active
2090,150,Personal Loan,2627333,6.85,2019-03-12,Active
2091,3147,Personal Loan,4910105,13.6,2019-03-16,Active
2092,2286,Car Loan,1756387,12.97,2018-03-11,Default
2093,2379,Education Loan,286138,8.91,2018-10-04,Closed
2094,3377,Education Loan,3490757,11.66,2022-03-04,Closed
2095,3632,Education Loan,4746328,8.75,2019-08-29,Active
2096,2344,Education Loan,3569983,13.7,2020-07-15,Closed
2097,3053,Education Loan,2821739,14.01,2020-01-24,Active
2098,3801,Personal Loan,998509,7.67,2019-12-16,Active
2099,4304,Home Loan,2861385,12.21,2021-07-03,Default
2100,1463,Car Loan,1210961,9.07,2019-06-15,Active
2101,2369,Personal Loan,4271963,8.25,2019-01-30,Closed
2102,576,Car Loan,4573203,10.67,2022-07-15,Active
2103,973,Home Loan,4226359,11.23,2022-12-08,Active
2104,5060,Education Loan,3237623,11.14,2019-02-05,Active
2105,1150,Personal Loan,2415710,7.65,2021-08-05,Active
2106,5749,Personal Loan,1228731,8.13,2018-04-12,Active
2107,3896,Education Loan,746320,15.05,2021-12-21,Active
2108,5085,Personal Loan,1444712,9.69,2022-08-11,Closed
2109,4812,Home Loan,1145838,9.1,2021-11-10,Active
2110,3363,Home Loan,4807693,11.88,2018-02-22,Active
2111,1792,Home Loan,537179,13.72,2018-06-21,Active
2112,4377,Education Loan,198171,8.35,2018-12-14,Active
2113,1737,Education Loan,2170656,13.15,2022-09-23,Active
2114,2247,Education Loan,4281874,6.96,2022-05-31,Active
2115,2887,Personal Loan,1219525,12.26,2021-09-26,Active
2116,3973,Personal Loan,2209833,9.82,2020-11-10,Active
2117,1350,Education Loan,1679604,12.76,2021-10-07,Closed
2118,3415,Personal Loan,553242,9.02,2022-05-24,Active
2119,959,Home Loan,1225042,9.76,2022-05-14,Active
2120,1243,Car Loan,1665181,13.36,2022-04-28,Active
2121,2128,Education Loan,1290805,13.2,2019-05-21,Active
2122,4198,Home Loan,2804486,8.05,2021-06-18,Active
2123,4867,Car Loan,1519584,9.17,2020-02-26,Closed
2124,776,Personal Loan,692033,7.46,2022-09-09,Active
2125,468,Car Loan,3576735,13.25,2022-10-18,Active
2126,5634,Education Loan,2597628,11.39,2021-08-04,Active
2127,3664,Education Loan,2984161,8.21,2021-06-17,Closed
2128,4981,Car Loan,1919119,15.38,2018-11-05,Default
2129,3503,Personal Loan,4953535,7.53,2022-04-04,Default
2130,4704,Home Loan,2145594,7.84,2021-10-09,Active
2131,656,Car Loan,4995878,12.02,2022-04-01,Active
2132,3752,Personal Loan,1144936,12.79,2021-10-11,Active
2133,1920,Car Loan,3678986,8.91,2021-02-01,Active
2134,2595,Education Loan,1290813,12.48,2019-08-05,Active
2135,3592,Home Loan,2353594,9.19,2023-01-15,Active
2136,1330,Home Loan,4172892,7.86,2021-08-06,Closed
2137,4983,Education Loan,1473033,11.43,2018-09-16,Active
2138,3878,Home Loan,2847851,11.51,2022-01-19,Active
2139,4382,Car Loan,2422759,6.94,2022-07-23,Active
2140,5084,Education Loan,335717,10.27,2020-01-04,Active
2141,5285,Education Loan,714497,6.77,2020-10-21,Closed
2142,1994,Home Loan,4282992,7.0,2019-01-22,Closed
2143,4699,Home Loan,1456372,6.79,2020-08-07,Closed
2144,3513,Home Loan,1255207,9.24,2018-10-01,Active
2145,73,Education Loan,4707828,15.38,2020-12-03,Active
2146,5535,Personal Loan,147393,14.03,2019-12-21,Closed
2147,3823,Education Loan,4075004,11.73,2019-12-24,Active
2148,2522,Car Loan,1060633,11.14,2019-07-06,Active
2149,2924,Education Loan,4338810,10.32,2023-05-18,Closed
2150,2436,Home Loan,817982,9.58,2020-10-14,Active
2151,1173,Home Loan,3615263,13.01,2019-09-30,Active
2152,4897,Personal Loan,1366794,9.76,2022-07-14,Active
2153,3732,Education Loan,1850746,7.49,2021-06-25,Closed
2154,123,Car Loan,3854819,8.51,2023-05-30,Active
2155,524,Home Loan,364664,12.64,2018-06-29,Active
2156,548,Education Loan,4481076,10.23,2021-03-10,Default
2157,4166,Personal Loan,4228478,11.4,2019-11-03,Active
2158,3636,Car Loan,190162,7.24,2019-08-14,Closed
2159,2108,Personal Loan,3722568,12.36,2021-08-06,Active
2160,122,Car Loan,294324,10.83,2019-12-04,Closed
2161,369,Home Loan,1780537,7.72,2023-05-27,Active
2162,5331,Education Loan,3917800,9.42,2020-08-01,Closed
2163,5292,Car Loan,1691039,11.29,2020-09-03,Active
2164,2953,Car Loan,4294108,13.09,2020-12-21,Active
2165,157,Car Loan,308426,12.47,2021-11-12,Active
2166,3279,Personal Loan,689357,10.76,2021-08-27,Active
2167,1191,Home Loan,3875967,8.92,2021-08-28,Active
2168,5211,Car Loan,1336637,13.89,2019-08-18,Active
2169,1762,Home Loan,4648590,14.09,2018-05-28,Active
2170,4020,Personal Loan,2513702,12.72,2021-01-31,Active
2171,109,Home Loan,4960724,9.58,2021-12-08,Active
2172,5678,Car Loan,2468007,8.1,2018-09-25,Closed
2173,1977,Education Loan,552287,15.35,2020-10-04,Closed
2174,2560,Education Loan,2986610,12.12,2020-03-21,Active
2175,4098,Home Loan,2021049,8.12,2019-02-04,Active
2176,1984,Education Loan,4767422,6.56,2022-07-18,Default
2177,5312,Education Loan,3135595,12.66,2019-07-10,Active
2178,2976,Home Loan,739015,15.48,2022-10-19,Default
2179,5531,Home Loan,3866869,8.15,2018-03-29,Active
2180,3448,Personal Loan,1784770,12.63,2019-10-26,Active
2181,2770,Personal Loan,3932248,13.2,2020-01-06,Closed
2182,1681,Education Loan,2252831,13.58,2018-03-08,Active
2183,5623,Personal Loan,3324499,7.88,2018-09-03,Active
2184,3508,Home Loan,1289456,6.68,2018-05-28,Active
2185,5990,Home Loan,2040459,14.46,2023-01-09,Closed
2186,4597,Personal Loan,2163791,14.87,2018-10-23,Active
2187,2130,Car Loan,1688685,10.92,2020-07-17,Active
2188,4320,Home Loan,4415209,10.8,2022-04-25,Active
2189,4100,Education Loan,1188381,12.64,2020-05-31,Active
2190,3180,Home Loan,910123,10.27,2020-04-13,Default
2191,2562,Personal Loan,405136,6.7,2020-07-18,Active
2192,2435,Personal Loan,2788839,15.44,2020-04-15,Active
2193,4613,Personal Loan,4983514,12.74,2018-05-29,Active
2194,2721,Home Loan,4830256,7.24,2019-12-26,Closed
2195,4745,Personal Loan,4571994,9.32,2022-11-09,Closed
2196,5388,Personal Loan,1221146,15.1,2019-03-29,Closed
2197,4882,Personal Loan,497630,6.85,2020-12-07,Active
2198,1668,Car Loan,2902201,13.78,2020-04-08,Active
2199,470,Car Loan,296755,8.96,2020-04-01,Closed
2200,3677,Home Loan,3380413,12.36,2020-10-03,Active
2201,5927,Personal Loan,2843625,10.83,2021-03-07,Active
2202,404,Personal Loan,734715,7.21,2020-03-23,Active
2203,4530,Personal Loan,1074697,13.21,2021-01-21,Closed
2204,3974,Personal Loan,3779395,8.68,2019-03-13,Active
2205,5760,Car Loan,1499136,10.28,2021-09-29,Active
2206,1051,Personal Loan,3366802,11.37,2019-11-03,Active
2207,1783,Personal Loan,1079745,12.45,2021-08-30,Active
2208,667,Home Loan,1738448,8.19,2020-10-11,Closed
2209,289,Home Loan,4483241,10.02,2018-06-14,Active
2210,3507,Home Loan,1293878,7.67,2018-04-25,Closed
2211,146,Personal Loan,4098039,6.65,2020-02-27,Active
2212,3865,Car Loan,2297599,7.37,2022-05-02,Closed
2213,3253,Personal Loan,2309826,10.2,2021-04-19,Closed
2214,5188,Home Loan,970934,8.3,2018-05-03,Closed
2215,395,Personal Loan,1315799,7.51,2020-07-22,Active
2216,2081,Car Loan,125947,12.53,2019-11-01,Active
2217,4048,Car Loan,4826868,10.42,2022-04-22,Default
